publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2018303447A1,"Medical image diagnostic apparatus, medical image processing apparatus and non-transitory computer readable medium on which medical image processing program has been stored","The medical image diagnostic apparatus according to an embodiment includes processing circuitry. The processing circuitry is configured to: generate medical volume data including bones and an organ; identify, based on the volume data, the organ and an abnormal bone having an abnormal region of the bones; calculate, based on the organ and the abnormal bone of the volume data, an influence rate on the organ by the abnormal bone; and superimpose data indicating the influence rate on the image based on the volume data, thereby displaying the superimposed image on a display.",medical image diagnostic apparatus according embodiment includes processing circuitry processing circuitry configured generate medical volume data including bone organ identify based volume data organ abnormal bone abnormal region bone calculate based organ abnormal bone volume data influence rate organ abnormal bone superimpose data indicating influence rate image based volume data displaying superimposed image display,"['A61B6/00', 'G16H50/30']","['A61B', 'G16H']",0,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[0],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2018308577A1,Systems and methods for determining magnetic location of wireless tools,"A method for locating a tool in a 3D space is provided. The method includes determining whether location data, corresponding to a location of the tool, is available. If the location data is available, the method includes providing the location data for presenting the location of the tool. If the location data is not available, the method includes determining an estimated location of the tool based on a velocity of the tool and an acceleration of the tool, generating estimated location data corresponding to the estimated location of the tool and providing the estimated location data for presenting the estimated location as the location of the tool. The method also includes determining whether accelerometer data is available. If accelerometer data is available, the method includes using the accelerometer data to estimate the location of the tool.",method locating tool space provided method includes determining whether location data corresponding location tool available location data available method includes providing location data presenting location tool location data available method includes determining estimated location tool based velocity tool acceleration tool generating estimated location data corresponding estimated location tool providing estimated location data presenting estimated location location tool method includes determining whether accelerometer data available accelerometer data available method includes accelerometer data estimate location tool,"['G16H40/60', 'G16H40/60']","['G16H', 'G16H']",0,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[0],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H","G16H40/60,G16H40/60",4,1.0
US2018308150A1,System for clustering and aggregating data from multiple sources,"Systems and methods are provided for receiving, aggregating, and analyzing data to develop caregiver rankings, recommendations, and other information that care seekers may use to connect with caregivers for services, or for caregivers to use to connect with care seekers. Sample data can be obtained from a plurality of data sources, processed to form data clusters, aggregated to form data records, and provided to a care seeker searching for a caregiver or medical facility.",system method provided receiving aggregating analyzing data develop caregiver ranking recommendation information care seeker connect caregiver service caregiver connect care seeker sample data obtained plurality data source processed form data cluster aggregated form data record provided care seeker searching caregiver medical facility,"['G16H10/60', 'G06F17/3087']","['G16H', 'G06F']",0,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[0],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2020219608A1,System and method for monitoring and managing a cognitive load of a person,"A system and method for monitoring and managing a cognitive load of a person, including: determining, based on an analysis of at least one input data associated with a person, a current cognitive load score of the person; determining, based on the analysis of the at least one input data and the determined current cognitive load score, whether a reduction of the current cognitive load score of the person is desirable; and selecting at least one predetermined plan for execution based on when a reduction of the current cognitive load score of the person is desirable.",system method monitoring managing cognitive load person including determining based analysis one input data associated person current cognitive load score person determining based analysis one input data determined current cognitive load score whether reduction current cognitive load score person desirable selecting one predetermined plan execution based reduction current cognitive load score person desirable,"['G16H50/30', 'G06N5/01']","['G16H', 'G06N']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014213854A1,Providing recommendations based on the predicted context and type of individual as determined from a wearable device,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G09B19/00']","['G16H', 'G09B']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014222734A1,Controlling a sensory device based on the inferred state information,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06Q30/0271']","['G16H', 'G06Q']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014221773A1,Determining a continuous duration that an individual has been in the stress-related state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/6801']","['G16H', 'A61B']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014222735A1,"Systems, methods, and devices to determine an individuals mood","The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06F16/25']","['G16H', 'G06F']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014222733A1,Controlling a sensory device to reduce stress based on the determined stress-related state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'G06F16/38']","['G16H', 'G06F']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014222851A1,"Systems, methods, and devices to determine relationship compatibility based on predicted types","The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/4818']","['G16H', 'A61B']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
US2014222732A1,Managing educational content based on detected stress state,"The methods and systems described herein may involve determining at least one lifeotype of at least one individual, analyzing the at least one lifeotype, and delivering content to at least one individual based on the analysis. The methods and systems described herein may involve providing a game, determining at least one lifeotype of at least one player of the game, analyzing the at least one lifeotype, and affecting the game play based on the analysis. The methods and systems described herein may involve providing an interactive space, determining at least one lifeotype of at least one individual in the space, analyzing the at least one lifeotype, and modifying at least one attribute of the space based on the analysis.",method system described involve determining one lifeotype one individual analyzing one lifeotype delivering content one individual based analysis method system described involve providing game determining one lifeotype one player game analyzing one lifeotype affecting game play based analysis method system described involve providing interactive space determining one lifeotype one individual space analyzing one lifeotype modifying one attribute space based analysis,"['G16H10/60', 'A61B5/021']","['G16H', 'A61B']",1,1.0,US20230130437A1,"A61B18/12,A61B2018/044,A61B2018/1425,A61,A61B90/361,A61B2218/007,A61B2018/0212,G,A61B18/1815,A61B2018/00005,A61B2018/0022,G06F,G16H40/00,A61B2018/00267,G16H40/60,A61B2018/00482,A61B2018/00023,A61B17/00,A61B2017/00115,A61B2018/00702,A61B2018/00791,A61B2017/00017,G16H20/30,A61B34/00,A61B,A61B18/1477,A61B2018/00214,A61B2018/00553,A61B2034/252,A61B2018/1807,A61B2018/00053,G06F3/048,A61B2018/143,A61B18/1492,G06F3/00,G16H20/00,A,G16H40/63,A61B18/20,A61B2018/1405,G16H,A61B2018/1861,A61B18/1206,G06F3/0481,A61B18/14,A61B2018/00696,G16,A61B2018/00678,A61B2018/00315,A61B2017/00119,A61B2218/00,A61B90/36,A61B18/04,A61B90/30,A61B2090/306,A61B18/18,A61B2018/00666,A61B2034/254,A61B18/00,G06F3/04817,A61B18/02,A61B2018/00636,A61B2018/00642,A61B2017/00123,A61B2018/00744,A61B90/00,A61B2218/001,A61B18/1485,A61B2018/00011,A61B2018/00773,A61B2218/002,A61B2018/1467,A61B18/08,G06F3/01,A61B34/25,G06","A system for controlling operation of a radiofrequency treatment device to apply radiofrequency energy to tissue to heat tissue to create lesions without ablating the tissue. The system includes a first treatment device having at least one electrode for applying radiofrequency energy to tissue, a controller including a connector to which a first treatment device is coupled for use, and a generator for applying radiofrequency energy to the electrodes. The controller controls application of energy so that the tissue is thermally treated to create lesions but preventing thermal treatment beyond a threshold which would ablate the tissue.",[1],"G16H40/00,G16H40/60,G16H20/30,G16H20/00,G16H40/63,G16H",,4,1.0
